Title,Price,Bedrooms,Area,Link
Brookline 5 bedroom,4000,5,,https://boston.craigslist.org/gbs/fee/d/brookline-5-bedroom/6462044901.html
"Studio on Saint Lukes Rd., EXCLUSIVE LISTING, Disposal, Gas Stove",1450,,,https://boston.craigslist.org/gbs/nfb/d/studio-on-saint-lukes-rd/6464813818.html
"4 Bd on Evergreen St., 2 Bath, Fireplace (Decorative), Porch, A/C",4300,4,,https://boston.craigslist.org/gbs/fee/d/4-bd-on-evergreen-st-2-bath/6464813722.html
3 Bed 1 Bath NO FEE Now Available!With H&HW,3095,3,,https://boston.craigslist.org/gbs/nfb/d/3-bed-1-bath-no-fee-now/6434592310.html
NO FEE 4 BED 1 Bath With H&HW Available 9/01,4550,4,,https://boston.craigslist.org/gbs/nfb/d/no-fee-4-bed-1-bath-with-hhw/6455570899.html
September 1st 4 BED 1 Bath NO FEE!,4500,4,,https://boston.craigslist.org/gbs/nfb/d/september-1st-4-bed-1-bath-no/6455569562.html
GORGEOUS Studio on Beacon St. BACK BAY Near BU MIT NECO,1800,,,https://boston.craigslist.org/gbs/fee/d/gorgeous-studio-on-beacon-st/6452668380.html
Park Dr 1 Bed Fenway!! Mins to Downtown!!,1800,1,,https://boston.craigslist.org/gbs/fee/d/park-dr-1-bed-fenway-mins-to/6452667685.html
Park Dr 1 Bed Fenway!! Mins to Longwood,1800,1,,https://boston.craigslist.org/gbs/fee/d/park-dr-1-bed-fenway-mins-to/6452667284.html
Stunning 2 Bd on Mt Vernon St BEACON HILL,3100,2,,https://boston.craigslist.org/gbs/fee/d/stunning-2-bd-on-mt-vernon-st/6452667216.html
COMM AVE CONDO MINS TO DOWNTOWN  *MUST SEE*,2300,1,525ft2,https://boston.craigslist.org/gbs/fee/d/comm-ave-condo-mins-to/6452661322.html
1 Bd on Queensberry St FENWAY Near Longwood ',2075,1,,https://boston.craigslist.org/gbs/fee/d/1-bd-on-queensberry-st-fenway/6452644426.html
1 Bd on Queensberry St FENWAY,2150,1,,https://boston.craigslist.org/gbs/fee/d/1-bd-on-queensberry-st-fenway/6452636734.html
Beacon St 1 Bed Kenmore Sq Near BU / MIT  / BUMC,2100,1,517ft2,https://boston.craigslist.org/gbs/fee/d/beacon-st-1-bed-kenmore-sq/6452661459.html
COMM AVE CONDO MINS TO DOWNTOWN  *MUST SEE*,2300,1,525ft2,https://boston.craigslist.org/gbs/fee/d/comm-ave-condo-mins-to/6452661209.html
Studio on Jersey St  Fenway,2075,1,,https://boston.craigslist.org/gbs/fee/d/studio-on-jersey-st-fenway/6452645831.html
Studio on Queensberry St FENWAY Mins to Longwood,1600,,,https://boston.craigslist.org/gbs/fee/d/studio-on-queensberry-st/6452644469.html
"4 Bd on Long Ave., Dishwasher, Disposal, Hardwood Floors, Photos",3300,4,,https://boston.craigslist.org/gbs/nfb/d/4-bd-on-long-ave-dishwasher/6464812517.html
Park Dr Studio FENWAY - MUST SEE -,1675,,,https://boston.craigslist.org/gbs/fee/d/park-dr-studio-fenway-must/6452636891.html
Studio on Queensberry St Fenway - Mins to Longwood -,1625,,,https://boston.craigslist.org/gbs/fee/d/studio-on-queensberry-st/6452628282.html
"1 Bd on Union Park St., Pet Ok, NO FEE",2500,1,,https://boston.craigslist.org/gbs/nfb/d/1-bd-on-union-park-st-pet-ok/6452489821.html
1 Bd on Park Dr Fenway,2250,1,,https://boston.craigslist.org/gbs/fee/d/1-bd-on-park-dr-fenway/6452641960.html
Studio on Queensberry FENWAY,1675,,,https://boston.craigslist.org/gbs/fee/d/studio-on-queensberry-fenway/6452636781.html
Studio on Jersey St FENWAY,1775,,395ft2,https://boston.craigslist.org/gbs/fee/d/studio-on-jersey-st-fenway/6452628355.html
3 Bd on Beacon St Kenmore Mins to BU,3360,3,731ft2,https://boston.craigslist.org/gbs/fee/d/3-bd-on-beacon-st-kenmore/6439245372.html
1 Bd on Strathmore Rd.,1775,1,,https://boston.craigslist.org/gbs/fee/d/1-bd-on-strathmore-rd/6452489721.html
1 Bd Split on Brainerd Rd ALLSTON,1895,1,,https://boston.craigslist.org/gbs/fee/d/1-bd-split-on-brainerd-rd/6452489671.html
Spacious Back Bay 1 Bed Close to MIT / BU / BUMC,2650,1,,https://boston.craigslist.org/gbs/fee/d/spacious-back-bay-1-bed-close/6452437272.html
"Studio on Chester St., Hardwood Floors, heat+hot water included",1650,,,https://boston.craigslist.org/gbs/nfb/d/studio-on-chester-st-hardwood/6464811789.html
"Spacious One Bed/Bath, Stainless Steel Kitchen Appl., Hardwood Floors!",2950,1,,https://boston.craigslist.org/gbs/fee/d/spacious-one-bed-bath/6464811638.html
Near T~BU~Updated~Granite~SS Appliances~Cabinets~Hardwood~Deck!~,2700,3,,https://boston.craigslist.org/gbs/fee/d/near-tbuupdatedgranitess/6462166488.html
3br - Spacious~GoodLighting~Large Rooms~Great Location~Hardwood~Deck~,2600,3,,https://boston.craigslist.org/gbs/fee/d/3br-spaciousgoodlightinglarge/6462149924.html
Parking Spot~Spacious! Dishwasher~Dining Room~Den~Living Room~Porch~,2200,2,,https://boston.craigslist.org/gbs/fee/d/parking-spotspacious/6445912094.html
Packard's Corner~BU! Impeccable Unit~Bright~Open Layout~Renovated~9/1!,4800,4,1200ft2,https://boston.craigslist.org/gbs/fee/d/packards-cornerbu-impeccable/6446317297.html
No Broker Fee~1.5 bed!! Modern~Tons of Light~Stainless Steel~St. Eliz!,2200,1,,https://boston.craigslist.org/gbs/nfb/d/no-broker-fee15-bed/6452637374.html
Newly Renovated~Modern Kitchen/Bathroom~Sunny~Gleaming Hardwood~NOW!,2000,3,,https://boston.craigslist.org/gbs/fee/d/newly-renovatedmodern-kitchen/6461146513.html
Amazing Views~Spacious~Stainless Steel~Modern~Bright~Walk-in Closets!,4000,3,,https://boston.craigslist.org/gbs/fee/d/amazing/6460475845.html
"New 5 Bed 2 Bath Tremont by Mission Hill near Northeastern, Wentworth",6400,5,,https://boston.craigslist.org/gbs/fee/d/new-5-bed-2-bath-tremont-by/6464810948.html
Dead End St.~Near Green Line~Pet Friendly~Hardwood~Deck~Living room,1700,1,,https://boston.craigslist.org/gbs/fee/d/dead-end-stnear-green-linepet/6464810140.html
"Room for Rent in a 4-Bed, 2-Bath",875,,,https://boston.craigslist.org/gbs/abo/d/room-for-rent-in-4-bed-2-bath/6464801088.html
AWESOME 1 BED GEM~INTERNET ACCESS!,3125,1,,https://boston.craigslist.org/gbs/fee/d/awesome-1-bed-geminternet/6464776742.html
"*NEW & Modern* 1 Bd on COMM Ave, GRANITE & STAINLESS STEEL, June 1",1900,1,,https://boston.craigslist.org/gbs/nfb/d/new-modern-1-bd-on-comm-ave/6464809380.html
"Top Floor 1BR NEXT TO SULLIVAN T! Best Deal Around, Newly Renovated!",1500,1,600ft2,https://boston.craigslist.org/gbs/fee/d/top-floor-1br-next-to/6464809328.html
AWESOME 1 BED GEM~INTERNET ACCESS!,3125,1,,https://boston.craigslist.org/gbs/fee/d/awesome-1-bed-geminternet/6464776742.html
"*NEW & Modern* 1 Bd on COMM Ave, GRANITE & STAINLESS STEEL, June 1",1900,1,,https://boston.craigslist.org/gbs/nfb/d/new-modern-1-bd-on-comm-ave/6464809380.html
"Top Floor 1BR NEXT TO SULLIVAN T! Best Deal Around, Newly Renovated!",1500,1,600ft2,https://boston.craigslist.org/gbs/fee/d/top-floor-1br-next-to/6464809328.html
Spacious~3rd Floor~No Broker Fee~Pantry~Sunny~Hardwood~Coin-Op!,2700,3,,https://boston.craigslist.org/gbs/nfb/d/spacious3rd-floorno-broker/6464809307.html
Must See West End Home | Seconds to MGH | W/D & Hardwood,3035,1,881ft2,https://boston.craigslist.org/gbs/fee/d/must-see-west-end-home/6464809293.html
"2 Bd on Short St., Porch, Laundry in Unit, Microwave, Eat-in Kitchen",2800,2,,https://boston.craigslist.org/gbs/fee/d/2-bd-on-short-st-porch/6464788908.html
SEPT 1 bed on Westland ave-Steps to NEC-Berklee--NU--Heated,2175,1,,https://boston.craigslist.org/gbs/fee/d/sept-1-bed-on-westland-ave/6464809076.html
2 Bd,1450,2,1000ft2,https://boston.craigslist.org/gbs/fee/d/2-bd/6464808997.html
Available Now | Luxury West End 1 Bed | Outdoor Pool & More!,2810,1,742ft2,https://boston.craigslist.org/gbs/fee/d/available-now-luxury-west-end/6464808898.html
Move In Ready! Tons of Windows & Modern Finishes | No Fee,3375,,763ft2,https://boston.craigslist.org/gbs/nfb/d/move-in-ready-tons-of-windows/6464808725.html
No Broker Fee~Bright~Gleaming Hardwood~Stainless Steel~Coin-Op,2050,1,,https://boston.craigslist.org/gbs/nfb/d/no-broker-feebrightgleaming/6464808611.html
West End Luxury | Outdoor Pool | Updated Finishes | Quick to MGH,2670,,542ft2,https://boston.craigslist.org/gbs/fee/d/west-end-luxury-outdoor-pool/6464808570.html
9/1 NO FEE North Beacon 1 BED 1 Bath,2200,1,,https://boston.craigslist.org/gbs/nfb/d/9-1-no-fee-north-beacon-1-bed/6464808483.html
4 Bd on Saint Alphonsus St.,4100,4,,https://boston.craigslist.org/gbs/fee/d/4-bd-on-saint-alphonsus-st/6464808460.html
"Available Now! Stunning Theatre Dist. 1 Bed | W/D, Pool & More!",3305,1,578ft2,https://boston.craigslist.org/gbs/nfb/d/available-now-stunning/6464808410.html
Modern Cambridge/Somerville Loft Style 3bd 2 Bath Condo for Rent !!!,3600,3,,https://boston.craigslist.org/gbs/fee/d/modern-cambridge-somerville/6464807982.html
3 bedroom Mt. Washington area,1300,3,,https://boston.craigslist.org/nwb/abo/d/3-bedroom-mt-washington-area/6464807951.html
"4 Bed in Somerville, Pet Ok, Dishwasher, Hardwood Floors, Disposal",3200,4,1100ft2,https://boston.craigslist.org/gbs/fee/d/4-bed-in-somerville-pet-ok/6464807898.html
WONDERFUL 4 BED GEM~W/2 BATHS~HARDWOOD FLOORS!,3800,4,,https://boston.craigslist.org/gbs/fee/d/wonderful-4-bed-gemw-2/6464807775.html
1 bedroom - SPECIAL OFFER! UP TO $750 OFF! CALL FOR DETAILS!,1570,1,546ft2,https://boston.craigslist.org/nwb/abo/d/1-bedroom-special-offer-up-to/6446723165.html
"South Boston Single family 4 bed, w/d in unit, K st",3600,4,,https://boston.craigslist.org/gbs/fee/d/south-boston-single-family-4/6464807333.html
"Commuter's Special, Fully Furnished One Bed/Bath, W/D In Unit!",4000,1,,https://boston.craigslist.org/gbs/fee/d/commuters-special-fully/6464807020.html
Cambridge/Alewife Station - 1stFl/2Bd - One Off-Street Parking - Fee,2500,2,900ft2,https://boston.craigslist.org/gbs/fee/d/cambridge-alewife-station/6453171157.html
WOW Low Price STUDIO! All New Appliances/Beautiful Views! Call Today!,1625,,596ft2,https://boston.craigslist.org/gbs/abo/d/wow-low-price-studio-all-new/6439056940.html
"Studio on Commonwealth Ave., EXCLUSIVE LISTING, Balcony, A/C, Laundry",1400,,,https://boston.craigslist.org/gbs/nfb/d/studio-on-commonwealth-ave/6464806564.html
Medford Apartments - HALF FEE ONLY - Best Kept Secret!!!,1900,2,800ft2,https://boston.craigslist.org/gbs/fee/d/medford-apartments-half-fee/6453170048.html
Just Listed 2 Bd for $1800 w/ Parking~Dishwasher~2 Porches~Cat OK,1800,2,,https://boston.craigslist.org/gbs/fee/d/just-listed-2-bd-for-1800/6446873358.html
"3BR duplex, 1 1/2 bath, hdwd flrs, walk to train",2200,3,1500ft2,https://boston.craigslist.org/nos/abo/d/3br-duplexbath-hdwd-flrs-walk/6464806232.html
Just Listed 2 Bd for ONLY $1700~Laundry~Porch~Dishwasher~Cat OK,1700,2,,https://boston.craigslist.org/gbs/fee/d/just-listed-2-bd-for-only/6446955169.html
One Bedroom Porter Square,1550,,,https://boston.craigslist.org/gbs/fee/d/one-bedroom-porter-square/6461451129.html
1 Bedroom in Harvard Square,1900,1,,https://boston.craigslist.org/gbs/fee/d/1-bedroom-in-harvard-square/6461451571.html
Studio In Great Location at a great Price,1425,,,https://boston.craigslist.org/gbs/fee/d/studio-in-great-location-at/6461453970.html
"South Boston Single family 4 bed, w/d in unit, K st",3600,4,,https://boston.craigslist.org/gbs/fee/d/south-boston-single-family-4/6464805908.html
2 bed w/ gut renovations - opulent - available 9/1,2200,2,,https://boston.craigslist.org/gbs/fee/d/2-bed-gut-renovations-opulent/6464805859.html
Great Location Huge 6 room2  Bedroom Harvard Square,3000,2,,https://boston.craigslist.org/gbs/fee/d/great-location-huge-6-room2/6461454486.html
single family house 3bed 2baths porch yard laundry Porter/davis,2800,3,,https://boston.craigslist.org/gbs/abo/d/single-family-house-3bed/6464805357.html
Half Fee Only - STOP PAYING FULL FEE - Medford - BEST KEPT SECRET!!!,1900,3,1400ft2,https://boston.craigslist.org/gbs/fee/d/half-fee-only-stop-paying/6449056905.html
Lovely Southie 3 Bed!,2500,3,,https://boston.craigslist.org/gbs/fee/d/lovely-southie-3-bed/6464804882.html
Cambridge/Alewife Station - 1stFl/2Bd - One Off-Street Parking - Fee,2500,2,900ft2,https://boston.craigslist.org/gbs/fee/d/cambridge-alewife-station/6454086667.html
"South Boston Single family 4 bed, w/d in unit, K st",3600,4,,https://boston.craigslist.org/gbs/fee/d/south-boston-single-family-4/6464804383.html
2 Bed with Amenities for Sep 1st,2000,2,,https://boston.craigslist.org/gbs/fee/d/2-bed-with-amenities-for-sep/6436464626.html
"6 Bd on Parker Hill Ter., 2 Bath, High Ceiling, A/C, Separate Kitchen",5700,6,,https://boston.craigslist.org/gbs/fee/d/6-bd-on-parker-hill-ter-2/6464804093.html
$Extra Extra !!!STOP PAYING FULL FEE!! Medford - BEST KEPT SECRET,2000,3,1400ft2,https://boston.craigslist.org/gbs/fee/d/extra-extra-stop-paying-full/6454084991.html
Bomb Diggity NO FEE 2 Bed in Packard's with FANCY  KITCHEN + PORCH!,2600,2,,https://boston.craigslist.org/gbs/nfb/d/bomb-diggity-no-fee-2-bed-in/6447604908.html
Smack your Mama Good NO FEE Studio Alcove- Kelton w/ Separate Kitchen!,1550,,,https://boston.craigslist.org/gbs/nfb/d/smack-your-mama-good-no-fee/6461816467.html
FANCY SHMANCY NO FEE 2 Bd on Cottage w/ OFF STREET Parking Included!,2095,2,,https://boston.craigslist.org/gbs/nfb/d/fancy-shmancy-no-fee-2-bd-on/6461818966.html
Cool-i-o FRONT FACING 1 Bd on Gardner St w/ Dishwasher+Eat-in Kitchen,1725,1,,https://boston.craigslist.org/gbs/fee/d/cool-o-front-facing-1-bd-on/6461831603.html
1 Bed 1 Bath Available JAN 20th Plus H&HW,1975,1,550ft2,https://boston.craigslist.org/gbs/fee/d/1-bed-1-bath-available-jan/6456788552.html
3 Bed 1 Bath Available NOW With H&HW,2200,3,,https://boston.craigslist.org/gbs/fee/d/3-bed-1-bath-available-now/6456789682.html
2 Bed And 2 Bath Available NOW Pet OK Plus H&HW,2500,2,950ft2,https://boston.craigslist.org/gbs/fee/d/2-bed-and-2-bath-available/6456791076.html
~~BRAND NEW Luxury Ball Sq. 2 Bd/2Ba w/ Central Air - Laundry in Unit,3100,2,930ft2,https://boston.craigslist.org/gbs/nfb/d/brand-new-luxury-ball-sq-2-bd/6464803335.html
"South Boston Single family 4 bed, w/d in unit, K st",3600,4,,https://boston.craigslist.org/gbs/fee/d/south-boston-single-family-4/6464802958.html
4 Bed And 1 Bath NO FEE Cat OK With H&HW,4600,4,,https://boston.craigslist.org/gbs/nfb/d/4-bed-and-1-bath-no-fee-cat/6455572682.html
9/1 NO FEE 4 Bed And 1 Bath,4650,4,,https://boston.craigslist.org/gbs/nfb/d/9-1-no-fee-4-bed-and-1-bath/6455573503.html
"Fully Furnished Studio On Comm. Ave., All Utilities Inc., W/D In BLDG!",2500,1,,https://boston.craigslist.org/gbs/fee/d/fully-furnished-studio-on/6464802688.html
**DEXTER PARK** PHENOMENAL 2BR UNITS **FREE MONTH OFFERED** NO FEE**,2800,2,,https://boston.craigslist.org/gbs/nfb/d/dexter-park-phenomenal-2br/6464802242.html
Stylish Downtown 1 Bed | Seconds to Tufts Med & Orange Line,3749,1,740ft2,https://boston.craigslist.org/gbs/nfb/d/stylish-downtown-1-bed/6464802151.html
4 Bed 1.5 Bath NO FEE Available 9/01,4750,4,,https://boston.craigslist.org/gbs/nfb/d/4-bed-15-bath-no-fee/6455576047.html
"Available Now! Stunning Theatre Dist. 1 Bed | W/D, Pool & More!",3305,1,578ft2,https://boston.craigslist.org/gbs/nfb/d/available-now-stunning/6464802017.html
Must See West End 2 Bed | Seconds to Orange Line | Avail 11/29,3850,2,1194ft2,https://boston.craigslist.org/gbs/fee/d/must-see-west-end-2-bed/6464801842.html
Seaport Big Two Bedroom Style Loft - NO Realtor FEE!!!,3244,2,,https://boston.craigslist.org/gbs/nfb/d/seaport-big-two-bedroom-style/6464801683.html
Stylish Downtown Studio | Seconds to Tufts Med & Orange Line,3634,,940ft2,https://boston.craigslist.org/gbs/nfb/d/stylish-downtown-studio/6464801643.html
"2 Bd on Chiswick Rd., Renovated Home, Sunny, Featured, Modern Kitchen",2500,2,,https://boston.craigslist.org/gbs/fee/d/2-bd-on-chiswick-rd-renovated/6464764353.html
Available Now | Chinatown 1 Bed with Outdoor Pool | NO FEE,3674,1,717ft2,https://boston.craigslist.org/gbs/nfb/d/available-now-chinatown-1-bed/6464801548.html
"2BED/ 1BATH

SOUTH BOSTON

FURNISHED

HARDWOOD FLOORS",2600,2,,https://boston.craigslist.org/gbs/fee/d/2bed-1bath-south-boston/6464771091.html
"Great 4 bed on Parker St by Mission Hill Near Northeastern, Wentworth",4100,4,,https://boston.craigslist.org/gbs/fee/d/great-4-bed-on-parker-st-by/6464801373.html
"South Boston Single family 4 bed, w/d in unit, K st",3600,4,,https://boston.craigslist.org/gbs/fee/d/south-boston-single-family-4/6464801322.html
Back Bay studio!,1625,,,https://boston.craigslist.org/gbs/fee/d/back-bay-studio/6464784006.html
"single family house 4bed 2baths furnished, yard parking pet ok",3700,4,,https://boston.craigslist.org/gbs/nfb/d/single-family-house-4bed/6464800167.html
4 Bed NO FEE 2 Bath Available SEPT 1,3600,4,,https://boston.craigslist.org/gbs/nfb/d/4-bed-no-fee-2-bath-available/6464799730.html
"June Studio on Beacon St., Carpet, Furnished-Steps to Mass ave/Newbury",1695,,,https://boston.craigslist.org/gbs/fee/d/june-studio-on-beacon-st/6464798687.html
Available Jan 2nd * 9 bed * beautiful * dining room,6000,9,,https://boston.craigslist.org/gbs/fee/d/available-jan-2nd-9-bed/6464798477.html
2 bedroom apartment: OPEN HOUSE SUNDAY 01/21,1500,2,,https://boston.craigslist.org/gbs/abo/d/2-bedroom-apartment-open/6464798382.html
Enjoy this open floor plan for only $1499!,1499,1,764ft2,https://boston.craigslist.org/nwb/abo/d/enjoy-this-open-floor-plan/6439574388.html
Best Priced Luxury Building with EVERY Amenity! Move in Now Thru Jan 1,2335,1,735ft2,https://boston.craigslist.org/gbs/fee/d/best-priced-luxury-building/6464797856.html
A/c | available 1.2 | 4 bed | pristine,5000,4,,https://boston.craigslist.org/gbs/fee/d/c-available-12-4-bed-pristine/6464793594.html
Near T~No Broker Fee~Hardwood! Spacious~Sunny~ Coin-Op,3800,4,,https://boston.craigslist.org/gbs/nfb/d/near-tno-broker-feehardwood/6464797659.html
Available Now 2 BED And 1 Bath Cat OK Includes Hot Water,2095,2,,https://boston.craigslist.org/gbs/fee/d/available-now-2-bed-and-1/6456773775.html
1 Bed 1 Bath Available JUNE 1,2500,1,,https://boston.craigslist.org/gbs/fee/d/1-bed-1-bath-available-june-1/6456623475.html
September 1st 1 BED 1 Bath Cats Welcome Available 9/1,2425,1,,https://boston.craigslist.org/gbs/fee/d/september-1st-1-bed-1-bath/6456620496.html
Commonwealth Avenue One Bedroom/Granite and Stainless/Laundry,1750,1,,https://boston.craigslist.org/gbs/fee/d/commonwealth-avenue-one/6464796599.html
"Ideal Location! Walk To Prudential Center, All Utilities Included!",2200,1,,https://boston.craigslist.org/gbs/fee/d/ideal-location-walk-to/6464796569.html
Amazing South End Designer One Bedroom,3300,1,,https://boston.craigslist.org/gbs/fee/d/amazing-south-end-designer/6464796348.html
5 bed | opulent | dishwasher | available January 2,5000,5,,https://boston.craigslist.org/gbs/fee/d/5-bed-opulent-dishwasher/6464796198.html
$1950 / 2BR 1 bath at Belmont,1950,2,1200ft2,https://boston.craigslist.org/nwb/nfb/d/1950-2br-1-bath-at-belmont/6456599758.html
Modern 3 bed / 1 bath! with hot water included!,3400,3,,https://boston.craigslist.org/gbs/fee/d/modern-3-bed-1-bath-with-hot/6464796031.html
NO FEE Studio 1 Bath For JANUARY 14th,1350,,,https://boston.craigslist.org/gbs/nfb/d/no-fee-studio-1-bath-for/6456648150.html
NO FEE 1 Bed 1 Bath Available JAN 14th,1475,1,,https://boston.craigslist.org/gbs/nfb/d/no-fee-1-bed-1-bath-available/6456650877.html
1 Bed NO FEE 1 Bath Available JAN 31 With H&HW,2100,1,,https://boston.craigslist.org/gbs/nfb/d/1-bed-no-fee-1-bath-available/6456658905.html
Boston Super Luxury New Construction- NO Realtor FEE!!!,3560,2,,https://boston.craigslist.org/gbs/nfb/d/boston-super-luxury-new/6464794831.html
Sept 1st NO FEE 4 Bed 2 Bath With H&HW,3600,4,,https://boston.craigslist.org/gbs/nfb/d/sept-1st-no-fee-4-bed-2-bath/6464794319.html
Commonwealth Avenue Modern One Bedroom- Granite and Stainless Kitchen,1750,1,,https://boston.craigslist.org/gbs/fee/d/commonwealth-avenue-modern/6464794136.html
"Room for Rent in a 4-Bed, 2-Bath",875,1,,https://boston.craigslist.org/gbs/nfb/d/room-for-rent-in-4-bed-2-bath/6464793633.html
"Coolidge corner/hospitals , renovated , spacious laundry",2400,2,,https://boston.craigslist.org/gbs/fee/d/coolidge-corner-hospitals/6464793392.html
@ Trader Joes Modern Studio-C line train-66 bus-Walk to Longwood-NOW,1745,,350ft2,https://boston.craigslist.org/gbs/fee/d/trader-joes-modern-studio/6464793193.html
"Studio on Chiswick Rd., NO FEE, No Security; Parking For Rent",1695,,,https://boston.craigslist.org/gbs/nfb/d/studio-on-chiswick-rd-no-fee/6454088317.html
Oh Baby!.....,2240,2,,https://boston.craigslist.org/gbs/nfb/d/oh-baby/6454090593.html
"Studio on Chiswick Rd., NO FEE, Alcove, Parking For Rent",1685,,,https://boston.craigslist.org/gbs/nfb/d/studio-on-chiswick-rd-no-fee/6454092412.html
Walk To Coolidge Corner or Comm. Ave. No Fee. Heat Included.,1775,1,,https://boston.craigslist.org/gbs/nfb/d/walk-to-coolidge-corner-or/6457804110.html
"NeeD YoUr OwN SPACE? 2 BdS, 1 BaTh w/Laundry on Site, Water Included.",1800,2,,https://boston.craigslist.org/gbs/fee/d/need-your-own-space-2-bds-1/6464792326.html
Congratulations!!! You Just Found A NO FEE 4 Bed 12 Minutes To UMASS!!,2900,4,,https://boston.craigslist.org/gbs/nfb/d/congratulations-you-just/6457810277.html
"2BED/ 1BA

SOUTH END

HEAT&HOT WATER INCLUDED

MOVE-IN NOW",3350,2,,https://boston.craigslist.org/gbs/nfb/d/2bed-1ba-south-end-heathot/6464783023.html
"Top Floor Comm Ave W/Huge Bedrooms, PORCH, Newly Ren! NO FEE!!!",2925,3,,https://boston.craigslist.org/gbs/nfb/d/top-floor-comm-ave-huge/6457812157.html
Modern Studio! Vibrant South Boston! A++ Amenities! Gourmet Kitchen!,2699,,,https://boston.craigslist.org/gbs/nfb/d/modern-studio-vibrant-south/6464759954.html
"RIght Across From FUEL, No Fee Heated Spacious W/Laundry Sept!",2050,2,,https://boston.craigslist.org/gbs/nfb/d/right-across-from-fuel-no-fee/6457815075.html
"BEST Coolidge Corner 1BR! Parking Avail, Cats OK - For JULY 1ST!",1875,1,,https://boston.craigslist.org/gbs/fee/d/best-coolidge-corner-1br/6464791703.html
Sick 7 bed on Hillside call text emal today for showings,6650,7,,https://boston.craigslist.org/gbs/nfb/d/sick-7-bed-on-hillside-call/6464791413.html
NO FEE!Modern Studio! South Boston! A++ Amenities! Free Parking!,2495,,,https://boston.craigslist.org/gbs/nfb/d/no-feemodern-studio-south/6464761192.html
